customer_id,signup_date,city,acquisition_channel
CUST00240,2024-08-25,Bengaluru,Mobile App
CUST00241,2024-02-12,Ahmedabad,Mobile App
CUST00242,2024-07-21,Jaipur,Mobile App
CUST00243,2024-05-23,Ahmedabad,Mobile App
CUST00244,2025-06-27,Jaipur,Mobile App
CUST00245,2023-07-18,Jaipur,Mobile App
CUST00246,2024-11-27,Pune,Mobile App
CUST00247,2023-08-21,Ahmedabad,Mobile App
CUST00248,2024-01-20,Delhi,Retail Store
CUST00249,2024-10-14,Hyderabad,Retail Store
CUST00250,2023-10-19,Jaipur,Mobile App
CUST00251,2023-11-04,Delhi,Website
CUST00252,2024-12-31,Bengaluru,Mobile App
CUST00253,2023-03-12,Delhi,Website
CUST00254,2024-03-21,Chennai,Retail Store
CUST00255,2025-08-28,Bengaluru,Website
CUST00256,2025-08-26,Delhi,Website
CUST00257,2023-03-13,Pune,Mobile App
CUST00258,2023-07-27,Bengaluru,Website
CUST00259,2023-09-15,Chennai,Mobile App
CUST00260,2025-06-26,Kolkata,Website
CUST00261,2025-05-06,Kolkata,Website
CUST00262,2025-05-04,Kochi,Marketplace
CUST00263,2023-12-26,Mumbai,Retail Store
CUST00264,2023-06-03,Kochi,Website
CUST00265,2025-03-21,Mumbai,Marketplace
CUST00266,2024-11-14,Hyderabad,Retail Store
CUST00267,2024-08-17,Kolkata,Mobile App
CUST00268,2025-08-17,Jaipur,Retail Store
CUST00269,2024-09-27,Delhi,Mobile App
CUST00270,2023-01-08,Hyderabad,Mobile App
CUST00271,2025-03-05,Mumbai,Website
CUST00272,2023-10-18,Kolkata,Mobile App
CUST00273,2024-10-06,Ahmedabad,Marketplace
CUST00274,2025-07-01,Kochi,Mobile App
CUST00275,2023-05-11,Kolkata,Mobile App
CUST00276,2023-04-23,Mumbai,Website
CUST00277,2023-04-15,Kolkata,Website
CUST00278,2024-06-21,Ahmedabad,Website
CUST00279,2023-09-22,Hyderabad,Website
CUST00280,2024-08-10,Delhi,Mobile App
CUST00281,2024-11-28,Chennai,Retail Store
CUST00282,2023-07-17,Kolkata,Website
CUST00283,2024-09-08,Kolkata,Website
CUST00284,2023-09-14,Bengaluru,Mobile App
CUST00285,2024-04-19,Jaipur,Website
CUST00286,2025-05-29,Chennai,Website
CUST00287,2025-04-02,Bengaluru,Retail Store
CUST00288,2023-03-31,Mumbai,Retail Store
CUST00289,2024-02-16,Delhi,Website
CUST00290,2023-09-26,Mumbai,Mobile App
CUST00291,2023-01-04,Delhi,Website
CUST00292,2025-01-19,Bengaluru,Mobile App
CUST00293,2024-09-11,Delhi,Mobile App
CUST00294,2023-09-12,Hyderabad,Retail Store
CUST00295,2024-12-21,Pune,Mobile App
CUST00296,2024-06-20,Bengaluru,Retail Store
CUST00297,2024-02-20,Pune,Marketplace
CUST00298,2023-01-10,Bengaluru,Mobile App
CUST00299,2023-03-15,Hyderabad,Mobile App
CUST00300,2025-05-08,Kolkata,Website
CUST00301,2025-05-28,Delhi,Website
CUST00302,2024-06-14,Delhi,Website
CUST00303,2025-03-22,Hyderabad,Retail Store
CUST00304,2024-07-20,Kochi,Retail Store
CUST00305,2023-05-24,Kochi,Retail Store
CUST00306,2023-05-04,Chennai,Mobile App
CUST00307,2023-10-27,Chennai,Website
CUST00308,2025-05-23,Chennai,Website
CUST00309,2025-02-12,Kolkata,Retail Store
CUST00310,2025-04-16,Bengaluru,Mobile App
CUST00311,2025-05-23,Chennai,Mobile App
CUST00312,2023-07-24,Ahmedabad,Mobile App
CUST00313,2023-08-31,Kolkata,Website
CUST00314,2023-04-10,Jaipur,Marketplace
CUST00315,2025-01-28,Hyderabad,Mobile App
CUST00316,2025-05-09,Jaipur,Retail Store
CUST00317,2024-01-30,Ahmedabad,Mobile App
CUST00318,2024-08-26,Kochi,Website
CUST00319,2023-05-31,Delhi,Retail Store
CUST00320,2025-06-22,Bengaluru,Website
CUST00321,2025-04-20,Ahmedabad,Website
CUST00322,2025-08-06,Ahmedabad,Mobile App
CUST00323,2025-02-27,Kolkata,Website
CUST00324,2025-05-06,Ahmedabad,Retail Store
CUST00325,2023-01-25,Pune,Mobile App
CUST00326,2024-12-16,Chennai,Retail Store
CUST00327,2023-11-19,Chennai,Website
CUST00328,2025-06-23,Kochi,Mobile App
CUST00329,2025-02-18,Hyderabad,Mobile App
CUST00330,2025-04-19,Jaipur,Marketplace
CUST00331,2025-02-27,Bengaluru,Website
CUST00332,2023-09-17,Kolkata,Mobile App
CUST00333,2025-02-04,Delhi,Mobile App
CUST00334,2023-04-16,Ahmedabad,Mobile App
CUST00335,2025-04-27,Mumbai,Website
CUST00336,2025-04-14,Delhi,Website
CUST00337,2023-08-05,Delhi,Website
CUST00338,2025-03-04,Kochi,Website
CUST00339,2024-03-23,Jaipur,Mobile App
CUST00340,2023-10-24,Kolkata,Marketplace
CUST00341,2025-02-12,Jaipur,Website
CUST00342,2023-08-10,Ahmedabad,Website
CUST00343,2023-01-24,Hyderabad,Website
CUST00344,2023-07-07,Delhi,Website
CUST00345,2023-11-16,Jaipur,Marketplace
CUST00346,2025-04-20,Pune,Website
CUST00347,2025-07-28,Ahmedabad,Website
CUST00348,2023-09-29,Kochi,Marketplace
CUST00349,2024-09-15,Jaipur,Mobile App
CUST00350,2024-01-24,Bengaluru,Retail Store
CUST00351,2025-08-11,Hyderabad,Website
CUST00352,2024-06-05,Pune,Website
CUST00353,2025-07-01,Jaipur,Website
CUST00354,2023-04-23,Mumbai,Marketplace
CUST00355,2025-08-01,Jaipur,Website
CUST00356,2023-06-23,Pune,Mobile App
CUST00357,2025-07-24,Ahmedabad,Website
CUST00358,2023-09-16,Mumbai,Mobile App
CUST00359,2023-04-16,Ahmedabad,Mobile App
CUST00360,2024-02-27,Chennai,Website
CUST00361,2024-12-09,Mumbai,Website
CUST00362,2023-11-01,Ahmedabad,Website
CUST00363,2024-08-12,Bengaluru,Website
CUST00364,2024-05-12,Bengaluru,Mobile App
CUST00365,2024-01-10,Mumbai,Website
CUST00366,2024-07-14,Kochi,Marketplace
CUST00367,2023-09-05,Bengaluru,Marketplace
CUST00368,2024-11-19,Bengaluru,Mobile App
CUST00369,2023-01-02,Kolkata,Mobile App
CUST00370,2025-06-18,Kochi,Website
CUST00371,2024-06-07,Jaipur,Website
CUST00372,2024-11-30,Ahmedabad,Website
CUST00373,2024-12-22,Kochi,Marketplace
CUST00374,2024-10-13,Hyderabad,Mobile App
CUST00375,2023-12-21,Mumbai,Mobile App
CUST00376,2023-03-10,Bengaluru,Marketplace
CUST00377,2024-10-07,Delhi,Mobile App
CUST00378,2023-11-17,Hyderabad,Mobile App
CUST00379,2023-11-02,Pune,Website
CUST00380,2025-04-04,Jaipur,Website
CUST00381,2024-11-30,Mumbai,Website
CUST00382,2023-10-19,Kochi,Mobile App
CUST00383,2023-10-28,Mumbai,Website
CUST00384,2024-02-01,Hyderabad,Mobile App
CUST00385,2024-01-27,Ahmedabad,Website
CUST00386,2023-10-15,Delhi,Marketplace
CUST00387,2023-05-04,Kochi,Mobile App
CUST00388,2024-02-13,Delhi,Mobile App
CUST00389,2025-07-03,Jaipur,Website
CUST00390,2024-10-20,Pune,Marketplace
CUST00391,2025-05-27,Pune,Website
CUST00392,2024-08-21,Pune,Retail Store
CUST00393,2023-10-20,Kochi,Mobile App
CUST00394,2024-06-16,Kochi,Marketplace
CUST00395,2023-01-01,Ahmedabad,Website
CUST00396,2023-10-06,Hyderabad,Mobile App
CUST00397,2024-02-22,Hyderabad,Mobile App
CUST00398,2024-07-17,Ahmedabad,Mobile App
CUST00399,2024-09-28,Kochi,Website
CUST00400,2024-03-27,Kolkata,Mobile App
CUST00401,2024-03-05,Kochi,Website
CUST00402,2023-07-27,Bengaluru,Website
CUST00403,2024-04-04,Kochi,Mobile App
CUST00404,2025-05-25,Mumbai,Marketplace
CUST00405,2025-02-12,Hyderabad,Mobile App
CUST00406,2023-06-14,Pune,Mobile App
CUST00407,2023-03-24,Ahmedabad,Marketplace
CUST00408,2024-05-16,Pune,Marketplace
CUST00409,2024-09-07,Kolkata,Mobile App
CUST00410,2023-11-22,Ahmedabad,Marketplace
CUST00411,2025-03-06,Ahmedabad,Website
CUST00412,2024-12-31,Chennai,Website
CUST00413,2024-10-15,Bengaluru,Retail Store
CUST00414,2023-08-07,Chennai,Website
CUST00415,2023-07-13,Ahmedabad,Website
CUST00416,2023-01-24,Kolkata,Retail Store
CUST00417,2023-08-26,Jaipur,Website
CUST00418,2024-04-06,Bengaluru,Website
CUST00419,2025-04-05,Chennai,Website
CUST00420,2023-03-12,Kolkata,Retail Store
CUST00421,2024-02-07,Mumbai,Mobile App
CUST00422,2024-09-04,Jaipur,Mobile App
CUST00423,2023-07-08,Mumbai,Website
CUST00424,2024-11-07,Chennai,Mobile App
CUST00425,2024-04-25,Ahmedabad,Mobile App
CUST00426,2023-08-26,Mumbai,Website
CUST00427,2024-09-29,Jaipur,Website
CUST00428,2023-01-06,Hyderabad,Mobile App
CUST00429,2024-12-30,Ahmedabad,Website
CUST00430,2025-01-18,Kochi,Retail Store
CUST00431,2023-04-14,Pune,Website
CUST00432,2024-02-18,Mumbai,Mobile App
CUST00433,2023-06-20,Bengaluru,Website
CUST00434,2025-07-20,Bengaluru,Mobile App
CUST00435,2024-05-18,Bengaluru,Mobile App
CUST00436,2023-02-18,Pune,Mobile App
CUST00437,2023-08-31,Hyderabad,Mobile App
CUST00438,2025-04-04,Hyderabad,Website
CUST00439,2024-03-19,Ahmedabad,Marketplace
CUST00440,2025-02-17,Delhi,Mobile App
CUST00441,2024-10-10,Pune,Website
CUST00442,2025-08-18,Kochi,Mobile App
CUST00443,2024-08-01,Pune,Retail Store
CUST00444,2025-07-12,Hyderabad,Retail Store
CUST00445,2025-05-16,Kolkata,Website
CUST00446,2024-08-18,Jaipur,Website
CUST00447,2024-11-30,Mumbai,Website
CUST00448,2024-05-05,Hyderabad,Retail Store
CUST00449,2025-03-18,Kochi,Marketplace
CUST00450,2024-06-16,Ahmedabad,Retail Store
CUST00451,2025-05-22,Ahmedabad,Mobile App
CUST00452,2024-12-23,Chennai,Website
CUST00453,2024-04-06,Jaipur,Website
CUST00454,2023-09-09,Chennai,Retail Store
CUST00455,2023-08-29,Delhi,Mobile App
CUST00456,2024-09-11,Delhi,Retail Store
CUST00457,2025-01-14,Kolkata,Website
CUST00458,2024-05-21,Ahmedabad,Mobile App
CUST00459,2024-09-01,Kolkata,Website
CUST00460,2023-09-24,Pune,Mobile App
CUST00461,2023-03-17,Mumbai,Website
CUST00462,2023-10-05,Kochi,Website
CUST00463,2023-09-22,Bengaluru,Retail Store
CUST00464,2023-11-07,Ahmedabad,Website
CUST00465,2024-06-09,Ahmedabad,Website
CUST00466,2023-05-15,Pune,Website
CUST00467,2023-08-13,Pune,Website
CUST00468,2024-11-05,Hyderabad,Website
CUST00469,2024-11-17,Kolkata,Mobile App
CUST00470,2023-03-04,Chennai,Retail Store
CUST00471,2024-02-01,Jaipur,Website
CUST00472,2024-06-11,Chennai,Mobile App
CUST00473,2024-02-09,Ahmedabad,Retail Store
CUST00474,2023-07-21,Mumbai,Mobile App
CUST00475,2024-02-13,Delhi,Mobile App
CUST00476,2025-05-29,Hyderabad,Marketplace
CUST00477,2024-07-21,Bengaluru,Mobile App
CUST00478,2024-11-07,Bengaluru,Retail Store
CUST00479,2025-04-12,Bengaluru,Mobile App
CUST00480,2025-01-14,Hyderabad,Marketplace
CUST00481,2024-01-05,Mumbai,Website
CUST00482,2023-01-06,Mumbai,Website
CUST00483,2023-12-08,Chennai,Mobile App
CUST00484,2025-01-02,Delhi,Mobile App
CUST00485,2025-04-09,Kochi,Mobile App
CUST00486,2025-07-15,Pune,Website
CUST00487,2024-02-12,Bengaluru,Mobile App
CUST00488,2024-12-27,Kolkata,Mobile App
CUST00489,2024-06-14,Delhi,Mobile App
CUST00490,2024-08-09,Kochi,Website
CUST00491,2023-08-03,Ahmedabad,Mobile App
CUST00492,2023-08-02,Ahmedabad,Website
CUST00493,2024-02-28,Mumbai,Retail Store
CUST00494,2023-01-29,Ahmedabad,Marketplace
CUST00495,2023-11-23,Jaipur,Website
CUST00496,2024-10-22,Ahmedabad,Marketplace
CUST00497,2024-01-28,Kochi,Website
CUST00498,2023-06-10,Kolkata,Mobile App
CUST00499,2024-03-30,Ahmedabad,Retail Store
CUST00500,2023-05-05,Delhi,Marketplace
CUST00501,2024-08-27,Ahmedabad,Website
CUST00502,2023-01-27,Kolkata,Mobile App
CUST00503,2024-01-18,Kochi,Website
CUST00504,2024-07-02,Hyderabad,Website
CUST00505,2023-01-27,Kolkata,Website
CUST00506,2024-09-16,Kochi,Retail Store
CUST00507,2023-05-12,Mumbai,Marketplace
CUST00508,2024-03-24,Ahmedabad,Retail Store
CUST00509,2023-02-18,Hyderabad,Retail Store
CUST00510,2024-01-04,Delhi,Mobile App
CUST00511,2023-07-25,Chennai,Website
CUST00512,2023-11-14,Delhi,Mobile App
CUST00513,2025-01-09,Pune,Mobile App
CUST00514,2024-01-04,Mumbai,Website
CUST00515,2024-12-31,Ahmedabad,Website
CUST00516,2025-03-19,Chennai,Mobile App
CUST00517,2023-09-03,Bengaluru,Marketplace
CUST00518,2023-03-21,Chennai,Mobile App
CUST00519,2023-01-19,Pune,Website
CUST00520,2024-06-08,Jaipur,Retail Store
CUST00521,2025-08-29,Chennai,Mobile App
CUST00522,2023-12-07,Hyderabad,Retail Store
CUST00523,2024-09-23,Hyderabad,Marketplace
CUST00524,2025-01-29,Ahmedabad,Marketplace
CUST00525,2024-09-25,Hyderabad,Mobile App
CUST00526,2025-01-03,Chennai,Retail Store
CUST00527,2025-07-12,Ahmedabad,Marketplace
CUST00528,2023-07-13,Pune,Retail Store
CUST00529,2023-01-20,Delhi,Retail Store
CUST00530,2023-05-29,Kolkata,Marketplace
CUST00531,2023-05-03,Jaipur,Website
CUST00532,2024-10-12,Kolkata,Website
CUST00533,2024-07-02,Jaipur,Website
CUST00534,2023-07-31,Chennai,Mobile App
CUST00535,2024-11-10,Hyderabad,Mobile App
CUST00536,2025-01-15,Chennai,Website
CUST00537,2023-06-13,Delhi,Mobile App
CUST00538,2024-08-13,Kochi,Retail Store
CUST00539,2024-12-27,Jaipur,Website
CUST00540,2023-04-22,Kochi,Website
CUST00541,2025-03-07,Bengaluru,Mobile App
CUST00542,2025-07-26,Ahmedabad,Marketplace
CUST00543,2023-04-16,Hyderabad,Mobile App
CUST00544,2023-01-25,Bengaluru,Website
CUST00545,2023-10-31,Mumbai,Website
CUST00546,2024-10-20,Ahmedabad,Website
CUST00547,2025-07-20,Delhi,Retail Store
CUST00548,2024-01-21,Pune,Website
CUST00549,2024-11-25,Chennai,Mobile App
CUST00550,2023-03-15,Jaipur,Website
CUST00551,2024-11-02,Pune,Retail Store
CUST00552,2024-09-01,Bengaluru,Retail Store
CUST00553,2023-04-10,Kochi,Website
CUST00554,2025-01-20,Hyderabad,Website
CUST00555,2025-04-06,Chennai,Website
CUST00556,2024-08-06,Ahmedabad,Marketplace
CUST00557,2023-04-28,Chennai,Website
CUST00558,2025-08-14,Chennai,Mobile App
CUST00559,2025-01-30,Chennai,Website
CUST00560,2023-12-04,Hyderabad,Website
CUST00561,2024-02-21,Bengaluru,Marketplace
CUST00562,2023-12-27,Ahmedabad,Website
CUST00563,2024-05-06,Delhi,Mobile App
CUST00564,2023-11-28,Kochi,Marketplace
CUST00565,2025-04-05,Mumbai,Retail Store
CUST00566,2025-03-10,Delhi,Marketplace
CUST00567,2023-04-13,Kochi,Website
CUST00568,2025-07-22,Jaipur,Website
CUST00569,2024-09-09,Delhi,Retail Store
CUST00570,2025-03-16,Delhi,Website
CUST00571,2024-11-18,Pune,Retail Store
CUST00572,2024-02-28,Kochi,Website
CUST00573,2024-12-14,Pune,Marketplace
CUST00574,2025-07-27,Jaipur,Website
CUST00575,2023-09-20,Pune,Website
CUST00576,2025-02-24,Mumbai,Website
CUST00577,2024-06-07,Chennai,Retail Store
CUST00578,2024-04-14,Delhi,Mobile App
CUST00579,2024-02-28,Mumbai,Website
CUST00580,2024-12-11,Mumbai,Website
CUST00581,2023-09-18,Kolkata,Mobile App
CUST00582,2025-04-07,Bengaluru,Mobile App
CUST00583,2025-03-18,Chennai,Mobile App
CUST00584,2023-03-26,Bengaluru,Mobile App
CUST00585,2025-05-06,Delhi,Marketplace
CUST00586,2023-08-26,Mumbai,Mobile App
CUST00587,2024-03-27,Jaipur,Website
CUST00588,2024-08-16,Mumbai,Website
